IE_XML_ID;IE_NAME;IE_ID;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP54;IP_PROP51;IP_PROP55;IP_PROP53;IP_PROP52;IC_GROUP0;IC_GROUP1;IC_GROUP2
1595;«Кирпич & Ko»;1595;;text;;text;kirpich-ko3;500;;tm@kirpich-ko.ru;пос. Темерницкий, ул. Ореховая 2;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 (863) 310-96-56;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1596;ИП Кохно А.А.;1596;;text;;text;ip-kokhno-a-a;500;;andrei.stroi76@mail.ru;г. Новочеркасск, ул. Набережная, 31;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 (928) 628 52 22;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1597;ИП Руднева С.В.;1597;(Стройрынок «Бобер»);text;;text;ip-rudneva-s-v;500;;boberazov@gmail.com;г. Азов, Кагальницкое шоссе, 1;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 (908) 500-79-96;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1598;ИП Мошлаков А;1598;;text;;text;ip-moshlakov-a;500;;stroydom.rnd@mail.ru;г. Азов , ул. Кооперативная, 12;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 928 905 31 70;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1599; ИП Мацко О;1599;;text;;text;ip-matsko-o;500;;matskooleg@mail.ru;г. Азов , ул. Кооперативная, 4;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 928 161 88 33;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1600;ИП Григоренко С.И.;1600;;text;;text;ip-grigorenko-s-i;500;;vera22_11@mail.ru;г. Сальск , Ул. Кирова, 75;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 (928) 905 71 54;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1601;ИП Калюжная;1601;;text;;text;ip-kalyuzhnaya;500;;kalyuzhnaya_dashulya@mail.ru;г. Каменск-Шахтинский, 4я Линия, 2;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;8 938 126 72 14;Г. РОСТОВ-НА-ДОНУ, РОСТОВСКАЯ ОБЛАСТЬ;;
1602;КИРПИЧСЕРВИС;1602;*официальный дистрибьютор;text;;text;kirpichservis;500;;;"г. Белгород, ул. К.Заслонова, д.183; п. Разумное, ул. Школьная, д.76";Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;кирпичсервис.рф;7 (4722) 365020;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1602;КИРПИЧСЕРВИС;1602;*официальный дистрибьютор;text;;text;kirpichservis;500;;;"г. Белгород, ул. К.Заслонова, д.183; п. Разумное, ул. Школьная, д.76";Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;кирпичсервис.рф;+7 (960) 6210601;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1602;КИРПИЧСЕРВИС;1602;*официальный дистрибьютор;text;;text;kirpichservis;500;;;"г. Белгород, ул. К.Заслонова, д.183; п. Разумное, ул. Школьная, д.76";Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;кирпичсервис.рф;+7 (910) 7415020;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1603;Компания Белопт ;1603;;text;;text;kompaniya-belopt-;500;;serzh_afanasev_93@mail.ru;г. Белгород, ул. Корочанская 132 д;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;8 910 223 40 83;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1604;Азбука Дома;1604;;text;;text;azbuka-doma;500;;;г. Белгород, ул. Луговая, 6А;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;8 910 369 57 79;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1605;Строительный Альянс;1605;;text;;text;stroitelnyy-alyans;500;;415225@bk.ru;г. Белгород, ул. Макаренко, д. 29а;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;8 910 741 52 25;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1606;«СК «БелТрейд»;1606;;text;"г.Белгород, переулок Харьковский, д.36д, пом.5
Склад: г.Белгород, ул. К.Заслонова,183";text;sk-beltreyd;500;;;г. Белгород, ул. К.Заслонова,183;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;(4722)366-110;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1606;«СК «БелТрейд»;1606;;text;"г.Белгород, переулок Харьковский, д.36д, пом.5
Склад: г.Белгород, ул. К.Заслонова,183";text;sk-beltreyd;500;;;г. Белгород, ул. К.Заслонова,183;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;8-919-430-5614;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1606;«СК «БелТрейд»;1606;;text;"г.Белгород, переулок Харьковский, д.36д, пом.5
Склад: г.Белгород, ул. К.Заслонова,183";text;sk-beltreyd;500;;;г. Белгород, ул. К.Заслонова,183;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;8-919-227-9929;Г. БЕЛГОРОД, БЕЛГОРОДСКАЯ ОБЛАСТЬ;;
1607;ИП Спицина Г. Х;1607;*Официальный дистрибьютор в Екатеринбурге;text;;text;ip-spitsina-g-kh;500;;Spizind@ya.ru;г. Екатеринбург, ул Аппаратная 7;Г. ЕКАТЕРИНБУРГ;;89002104757;Г. ЕКАТЕРИНБУРГ;;
1607;ИП Спицина Г. Х;1607;*Официальный дистрибьютор в Екатеринбурге;text;;text;ip-spitsina-g-kh;500;;Spizind@ya.ru;г. Екатеринбург, ул Аппаратная 7;Г. ЕКАТЕРИНБУРГ;;89126828287;Г. ЕКАТЕРИНБУРГ;;
1607;ИП Спицина Г. Х;1607;*Официальный дистрибьютор в Екатеринбурге;text;;text;ip-spitsina-g-kh;500;;Spizind@ya.ru;г. Екатеринбург, ул Аппаратная 7;Г. ЕКАТЕРИНБУРГ;;89122686666;Г. ЕКАТЕРИНБУРГ;;
1608;УЗКМ — Уральский завод кровельных материалов;1608;;text;;text;uzkm-uralskiy-zavod-krovelnykh-materialov;500;;;г. Екатеринбург, ул Монтажников, 24 а;Г. ЕКАТЕРИНБУРГ;;8 (343) 287 98 98;Г. ЕКАТЕРИНБУРГ;;
1609;Сайдинг Маркет;1609;ИП Подьячев А.В.;text;;text;sayding-market;500;;;г. Екатеринбург, ул. Бахчиванжи 2, рыночный комплекс Докер. Павильон 2/40;Г. ЕКАТЕРИНБУРГ;;8 (343) З78 65 28;Г. ЕКАТЕРИНБУРГ;;
1610;Строительный рынок Муравей;1610;;text;;text;stroitelnyy-rynok-muravey;500;;;Свердловская обл., Белоярский район, п.Прохладный ул. Мира 2;Г. ЕКАТЕРИНБУРГ;;8 (900) 201 22 56;Г. ЕКАТЕРИНБУРГ;;
1611;ИП Джумагалиева И.М.;1611;;text;;text;ip-dzhumagalieva-i-m;500;;;г. Астрахань, пос. Пригородный, Николаевское шоссе, 1Г;Г. АСТРАХАНЬ;Кирпич30.рф;8 (927) 282-19-95;Г. АСТРАХАНЬ;;
1612;«КИРПИЧЫЙ ДВОРИК»;1612;;text;;text;kirpichyy-dvorik;500;;;г. Астрахань, С.Перовской 186 / Запрудная 2;Г. АСТРАХАНЬ;;8 (8512) 42-28-28;Г. АСТРАХАНЬ;;
1613;Склад кирпича Авангард;1613;;text;;text;sklad-kirpicha-avangard;500;;;г. Астрахань, Юго-Восточный проезд, 5/1;Г. АСТРАХАНЬ;http://avanbrick.ru;+7-917-084-51-69;Г. АСТРАХАНЬ;;
1613;Склад кирпича Авангард;1613;;text;;text;sklad-kirpicha-avangard;500;;;г. Астрахань, Юго-Восточный проезд, 5/1;Г. АСТРАХАНЬ;http://avanbrick.ru;+7 (8512) 75-77-55;Г. АСТРАХАНЬ;;
1614;ОО ПКФ «Торгстройснаб»;1614;;text;;text;oo-pkf-torgstroysnab;500;;torgstroysnab@yandex.ru;"г. Астрахань, 1-й проезд Рождественского, стр. 1А — 413 офис; 4 этаж";Г. АСТРАХАНЬ;http://www.torgstroysnab.ru;+7 (8512) 501-501;Г. АСТРАХАНЬ;;
1614;ОО ПКФ «Торгстройснаб»;1614;;text;;text;oo-pkf-torgstroysnab;500;;torgstroysnab@yandex.ru;"г. Астрахань, 1-й проезд Рождественского, стр. 1А — 413 офис; 4 этаж";Г. АСТРАХАНЬ;http://www.torgstroysnab.ru;+7 (8512) 48-28-14;Г. АСТРАХАНЬ;;
1614;ОО ПКФ «Торгстройснаб»;1614;;text;;text;oo-pkf-torgstroysnab;500;;torgstroysnab@yandex.ru;"г. Астрахань, 1-й проезд Рождественского, стр. 1А — 413 офис; 4 этаж";Г. АСТРАХАНЬ;http://www.torgstroysnab.ru;+7 (8512) 48-28-12;Г. АСТРАХАНЬ;;
1614;ОО ПКФ «Торгстройснаб»;1614;;text;;text;oo-pkf-torgstroysnab;500;;torgstroysnab@yandex.ru;"г. Астрахань, 1-й проезд Рождественского, стр. 1А — 413 офис; 4 этаж";Г. АСТРАХАНЬ;http://www.torgstroysnab.ru;8 927 07 07 078;Г. АСТРАХАНЬ;;
1615;«КИРПИЧЫЙ ДВОРИК»;1615;;text;;text;kirpichyy-dvorik2;500;;;Астраханская область, с. Началово ул. Килинчинская, 12А;Г. АСТРАХАНЬ;;8 (8512) 41-28-28;Г. АСТРАХАНЬ;;
1616;«КИРПИЧЫЙ ДВОРИК»;1616;;text;;text;kirpichyy-dvorik3;500;;;Астраханская область, с. Солянка, около АЗС «Лукойл»;Г. АСТРАХАНЬ;;8 (8512) 41-18-18;Г. АСТРАХАНЬ;;
1617;Строй База Север;1617;;text;;text;stroy-baza-sever;500;;elmaksgroup1@yandex.ru;г. Воронеж, ул. Антонова-Овсеенко, 28;Г. ВОРОНЕЖ;;8 951 555 09 45;Г. ВОРОНЕЖ;;
1618;ГК Вертикаль;1618;;text;;text;gk-vertikal;500;;21878@bk.ru;г. Воронеж, ул. Антонова-Овсеенко, 35У;Г. ВОРОНЕЖ;;8 919 244 44 88;Г. ВОРОНЕЖ;;
1619;ООО «Группа Вертикаль»;1619;;text;;text;ooo-gruppa-vertikal;500;;;г. Воронеж, ул. Антонова-Овсеенко, 35У;Г. ВОРОНЕЖ;;+7 (473) 275-70-70;Г. ВОРОНЕЖ;;
1619;ООО «Группа Вертикаль»;1619;;text;;text;ooo-gruppa-vertikal;500;;;г. Воронеж, ул. Антонова-Овсеенко, 35У;Г. ВОРОНЕЖ;;8 (910) 749-70-70;Г. ВОРОНЕЖ;;
1620;База;1620;;text;;text;baza;500;;;г. Воронеж, ул. Остужева, 45В;Г. ВОРОНЕЖ;;+7 (473) 232-03-22;Г. ВОРОНЕЖ;;
1620;База;1620;;text;;text;baza;500;;;г. Воронеж, ул. Остужева, 45В;Г. ВОРОНЕЖ;;8 (910) 732-03-22;Г. ВОРОНЕЖ;;
1621;ООО «ТК СТРОЙТЕМП»;1621;;text;;text;ooo-tk-stroytemp;500;;;г. Волгоград, ул. 25-лет Октября 1-5;Г. ВОЛГОГРАД;;+7 996 483 43 96;Г. ВОЛГОГРАД;;
1622;ООО «ТК СТРОЙТЕМП»;1622;;text;;text;ooo-tk-stroytemp2;500;;;г. Волгоград, ул. Электролесовская, д. 1а;Г. ВОЛГОГРАД;;+7 (902) 094 44 43;Г. ВОЛГОГРАД;;
1622;ООО «ТК СТРОЙТЕМП»;1622;;text;;text;ooo-tk-stroytemp2;500;;;г. Волгоград, ул. Электролесовская, д. 1а;Г. ВОЛГОГРАД;;+7 (8442) 20 15 26;Г. ВОЛГОГРАД;;
1623;ИП Овечкин;1623;;text;;text;ip-ovechkin;500;;p.ovechkin777@yandex.ru;г. Волгоград, ул. Электролесовская, 1Д;Г. ВОЛГОГРАД;;8 927 525 18 63;Г. ВОЛГОГРАД;;
1624;ООО «Группа Вертикаль»;1624;Представительство в Липецке;text;;text;ooo-gruppa-vertikal2;500;;;Липецкая обл., село Cырское, ул. Северная, 24а;Г. ЛИПЕЦК, ЛИПЕЦКАЯ ОБЛАСТЬ;;+7 (4742) 39-99-98;Г. ЛИПЕЦК, ЛИПЕЦКАЯ ОБЛАСТЬ;;
1624;ООО «Группа Вертикаль»;1624;Представительство в Липецке;text;;text;ooo-gruppa-vertikal2;500;;;Липецкая обл., село Cырское, ул. Северная, 24а;Г. ЛИПЕЦК, ЛИПЕЦКАЯ ОБЛАСТЬ;;+7 (910) 742-99-98;Г. ЛИПЕЦК, ЛИПЕЦКАЯ ОБЛАСТЬ;;
1625;ПОСТАВЩИК-М Брянск;1625;;text;;text;postavshchik-m-bryansk;500;;;г. Брянск 2-я ул. Ломоносова , 47, Брянск (Этаж 3); Г. МОСКВА, МОСКОВСКАЯ ОБЛАСТЬ;;+7 (4832) 62-96-25;Г. БРЯНСК;;
1626;Центр строительных решений ;1626;;text;;text;tsentr-stroitelnykh-resheniy-;500;;;г. Калуга, ул. Суворова, 118;Г. КАЛУГА;;8 (800) 550-44-26;Г. КАЛУГА;;
1626;Центр строительных решений ;1626;;text;;text;tsentr-stroitelnykh-resheniy-;500;;;г. Калуга, ул. Суворова, 118;Г. КАЛУГА;;8 (4842) 75-10-69;Г. КАЛУГА;;
1627;Компания КирпичСтройМаркет;1627;Шоу-рум;text;;text;kompaniya-kirpichstroymarket;500;;;г .Казань, ул. Хороводная, д. 50;РЕСПУБЛИКА ТАТАРСТАН;;8 906 114 38 38;РЕСПУБЛИКА ТАТАРСТАН;;
1628;Кирпичный Двор;1628;;text;;text;kirpichnyy-dvor;500;;k.dvor73@yandex.ru;г. Ульяновск, ул. Юности, 5;Г. УЛЬЯНОВСК;;8 927 270 52 02;Г. УЛЬЯНОВСК;;
1629;Кирпичный Двор;1629; (склад,офис);text;;text;kirpichnyy-dvor2;500;;k.dvor73@yandex.ru;г. Ульяновск, 18-й проезд Инженерный д.6;Г. УЛЬЯНОВСК;;+7 (8422) 79 08 01;Г. УЛЬЯНОВСК;;
1630;Кирпичный Двор;1630;(склад);text;;text;kirpichnyy-dvor3;500;;k.dvor73@yandex.ru;г. Ульяновск, Московское Шоссе, 5Ж;Г. УЛЬЯНОВСК;;+7 (8422) 72 48 78;Г. УЛЬЯНОВСК;;
1631;Кирпичный Двор;1631;(офис);text;;text;kirpichnyy-dvor4;500;;k.dvor73@yandex.ru;г. Ульяновск, :ул. Юности 5, офис 102;Г. УЛЬЯНОВСК;;+7 (8422) 58 43 25;Г. УЛЬЯНОВСК;;
1632;Кирпичный Двор;1632; (склад);text;;text;kirpichnyy-dvor6;500;;k.dvor73@yandex.ru;г. Ульяновск, ул. Апполона Сысцова 14 А;Г. УЛЬЯНОВСК;;+7 (967) 771 82 67;Г. УЛЬЯНОВСК;;
1633;ИП САХНОВА Е. А.;1633;;text;;text;ip-sakhnova-e-a;500;;Maxsnab2020@mail.ru;г. Краснодар, ул. Силантьева 80/1, 2 этаж, офис 18;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;+7 (861) 258-83-36;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1634;ООО БРИКМЕН;1634;"Официальный дистрибьютор по Краснодарскому краю и г. Краснодар
Шоу-рум (офис продаж и склад)";text;;text;ooo-brikmen;500;;;+7 (861)-202-62-63;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1635;ТБ «Молоток»;1635;;text;;text;tb-molotok;500;;;г. Краснодар, ул. Ростовское Шоссе 23/1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;+7 (918) 221-20-02,;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1635;ТБ «Молоток»;1635;;text;;text;tb-molotok;500;;;г. Краснодар, ул. Ростовское Шоссе 23/1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;+7 (918) 223-20-02;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1635;ТБ «Молоток»;1635;;text;;text;tb-molotok;500;;;г. Краснодар, ул. Ростовское Шоссе 23/1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;+7 (861) 224-37-11;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1636;ТБ «Лакшери»;1636;;text;;text;tb-laksheri;500;;;г. Краснодар, ул. Зиповская, 5;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1637;ИП Алексенко А.И.;1637;;text;;text;ip-aleksenko-a-i;500;;aleksenko23@mail.ru;г. Краснодар, ул. 302 Дивизии 8а;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 477 42 01;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1638;Кирпичный Двор «УСТА»;1638;;text;;text;kirpichnyy-dvor-usta;500;;;г. Тимашевск , ул Тургенева, 34;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 (918) 448 87 99;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1639;ИП Авакян Х.В. (ТК «Молоток»);1639;;text;;text;ip-avakyan-kh-v-tk-molotok-;500;;molotok23torg@mail.ru;г. Краснодар, Ростовское шоссе, 23/1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;; 8 918 451 23 40;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1640;ООО «ПИТЕРОВ КРД»;1640;Шоу — рум, точка продажи.;text;;text;ooo-piterov-krd;500;;piterov.krd@mail.ru;Краснодар, улица Красных Партизан, 471;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 (918) 415 42 22;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1641;ИП Геворкян Б.С.;1641;;text;;text;ip-gevorkyan-b-s;500;;azat8910@mail.ru;г. Тимашевск , ул. Красная 228;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 448 87 99;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1642;ИП Акопян С.М;1642;(Строительный двор «Уста»);text;;text;ip-akopyan-s-m;500;;;г. Славянск-на-Кубани, ул. Маевское ш., 10/1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 444 83 24;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1642;ИП Акопян С.М;1642;(Строительный двор «Уста»);text;;text;ip-akopyan-s-m;500;;;г. Славянск-на-Кубани, ул. Маевское ш., 10/1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;asamvelm@mail.ru;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1643;ИП Филончук С.;1643;;text;;text;ip-filonchuk-s;500;;89898080099@mail.ru;г. Ейск, ул. Армавирская, 210;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 989 293 25 39;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1644;ИП Новиков Д.В. (ТМ «Кирпичный Базар»);1644;;text;;text;ip-novikov-d-v-tm-kirpichnyy-bazar-;500;;ya.denis.novikov@yandex.ru;г. Ейск, ул. Шорса, 53/5;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;89086908651;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1644;ИП Новиков Д.В. (ТМ «Кирпичный Базар»);1644;;text;;text;ip-novikov-d-v-tm-kirpichnyy-bazar-;500;;ya.denis.novikov@yandex.ru;г. Ейск, ул. Шорса, 53/5;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;89183309313;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1645;ИП Новиков Д.В. (ТМ «Кирпичный Базар»);1645;;text;;text;ip-novikov-d-v-tm-kirpichnyy-bazar-2;500;;ya.denis.novikov@yandex.ru;г. Ейск, Мичурина 20/3;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;89086908651;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1645;ИП Новиков Д.В. (ТМ «Кирпичный Базар»);1645;;text;;text;ip-novikov-d-v-tm-kirpichnyy-bazar-2;500;;ya.denis.novikov@yandex.ru;г. Ейск, Мичурина 20/3;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;89183309313;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1646;ИП Ланко Е.И.;1646;;text;;text;ip-lanko-e-i;500;;;г. Ейск, Мичурина 17/1 (ст. Староминская);Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 435 15 31;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1647;ИП Шевченко Д.;1647;;text;;text;ip-shevchenko-d;500;;;г. Ейск, ст. Староминская  (Промзона);Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 385 61 62;;;
1648;ИП Гулько;1648;;text;;text;ip-gulko;500;;ae.1977@mail.ru;г. Армавир, ст Дружба, участок 11;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 989 804 16 82;;;
1649;ИП Безребров;1649;;text;;text;ip-bezrebrov;500;; irinaholod@yandex.ru;г. Армавир, ул. Красной Армии 97;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 336 25 25 ;;;
1649;ИП Безребров;1649;;text;;text;ip-bezrebrov;500;; irinaholod@yandex.ru;г. Армавир, ул. Красной Армии 97;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 988 379 86 80;;;
1650;ИП Ворожко;1650;;text;;text;ip-vorozhko;500;;vorozhko_vladimir@mail.ru;г. Армавир, Красная поляна на въезде;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 973 97 37;;;
1651;ИП Аникин;1651;;text;;text;ip-anikin;500;;anikinalex1@mail.ru;г. Курганинск, ул. Д Бедного 244а;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 938 888 07 77;;;
1652;ИП Богус;1652;;text;;text;ip-bogus;500;;bogusma@mail.ru;г. Майкоп, ул. Коммунальный 1;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 906 438 58 06;;;
1653;ИП Образцов В.Г.;1653;компания «ДОМ»;text;;text;ip-obraztsov-v-g;500;;valeriy-rf@yandex.ru;ст. Каневская, Ул. Береговая, 5а;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 928 333 77 55;;;
1654;ИП Верхотуров А.Ю.;1654;ТД «Пирамида»;text;;text;ip-verkhoturov-a-yu;500;; jura@td-piramida.ru;г. Анапа, ул. Спортивная, 49;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 918 647 71 00;;;
1655;ИП Нурудинов;1655;;text;;text;ip-nurudinov;500;; nurudinov1986@mail.ru;Ст. Павловская, Советская, 76;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 905 473 90 00;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1656;ИП Полухин А.А.;1656;;text;;text;ip-polukhin-a-a;500;;poluhinaa@mail.ru;Ст. Ленинградская, ул. Ленина 14;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;8 989 816 44 00;Г. КРАСНОДАР, КРАСНОДАРСКИЙ КРАЙ;;
1657;Торговые представительства строй базы Сура-Волга;1657;Стройбаза №1;text;;text;torgovye-predstavitelstva-stroy-bazy-sura-volga;500;;;г. Пенза,  ул. Ижевская, 1Г;г. Пенза;;8 (8412) 33-99-32;Г. ПЕНЗА;;
1657;Торговые представительства строй базы Сура-Волга;1657;Стройбаза №1;text;;text;torgovye-predstavitelstva-stroy-bazy-sura-volga;500;;;г. Пенза,  ул. Ижевская, 1Г;г. Пенза;;8 (8412) 31-95-21;Г. ПЕНЗА;;
1658;Торговые представительства строй базы Сура-Волга;1658;Стройбаза №2;text;;text;torgovye-predstavitelstva-stroy-bazy-sura-volga2;500;;;г. Пенза,  ул. Центральная, 2Г;г. Пенза;;8 (8412) 21-49-22;Г. ПЕНЗА;;
1658;Торговые представительства строй базы Сура-Волга;1658;Стройбаза №2;text;;text;torgovye-predstavitelstva-stroy-bazy-sura-volga2;500;;;г. Пенза,  ул. Центральная, 2Г;г. Пенза;;8 (8412) 30-92-85;Г. ПЕНЗА;;
1659;ООО АПК «Поволжье»;1659;;text;Офис продаж: г. Пенза, ул. Малая Бугровка, 17;text;ooo-apk-povolzhe;500;;;г. Пенза, ул. Байдукова, 65;г. Пенза;;+7(8412) 45-81-78;Г. ПЕНЗА;;
1659;ООО АПК «Поволжье»;1659;;text;Офис продаж: г. Пенза, ул. Малая Бугровка, 17;text;ooo-apk-povolzhe;500;;;г. Пенза, ул. Байдукова, 65;г. Пенза;;+7(8412) 45-81-79;Г. ПЕНЗА;;
1659;ООО АПК «Поволжье»;1659;;text;Офис продаж: г. Пенза, ул. Малая Бугровка, 17;text;ooo-apk-povolzhe;500;;;г. Пенза, ул. Байдукова, 65;г. Пенза;;+7(8412) 99-99-44;Г. ПЕНЗА;;
1659;ООО АПК «Поволжье»;1659;;text;Офис продаж: г. Пенза, ул. Малая Бугровка, 17;text;ooo-apk-povolzhe;500;;;г. Пенза, ул. Байдукова, 65;г. Пенза;;+7 (963) 109-31-10;Г. ПЕНЗА;;
1660;ООО Кирпичный Рай;1660;;text;;text;ooo-kirpichnyy-ray;500;;;г. Уфа ул. Менделеева 149 , офис 41;РЕСПУБЛИКА БАШКОРТОСТАН;;+7 347-200-07-23;РЕСПУБЛИКА БАШКОРТОСТАН;;
1660;ООО Кирпичный Рай;1660;;text;;text;ooo-kirpichnyy-ray;500;;;г. Уфа ул. Менделеева 149 , офис 41;РЕСПУБЛИКА БАШКОРТОСТАН;;+7 937-836-05-01;РЕСПУБЛИКА БАШКОРТОСТАН;;
1661;СК Технология;1661;официальный дистрибьютор в Оренбурге;text;;text;sk-tekhnologiya;500;;;Оренбург, Гаранькина 16, строительный рынок;Г. ОРЕНБУРГ;;8(3532) 42-56-56;Г. ОРЕНБУРГ;;
1661;СК Технология;1661;официальный дистрибьютор в Оренбурге;text;;text;sk-tekhnologiya;500;;;Оренбург, Гаранькина 16, строительный рынок;Г. ОРЕНБУРГ;;89619000094;Г. ОРЕНБУРГ;;
